Store_ID,Store_Name,Brand_Name,Store_Type,City,City_Tier,Product_Name,Category,Sub_Category,Product_Stage,Quantity_Available,Units_Sold,Unit_Price,Cost_Price,Revenue,Profit_Margin,Average_Order_Value,Inventory_Turnover,Days_of_Stock,Customer_Segment,Sales_Channel,Payment_Method,Supplier,Supplier_Rating,Promotion_Type,Promotion_Impact,Max_Discount_Offered,Return_Rate,Return_Reason,Customer_Satisfaction,Online_Rating,Review_Count,Sales_Rep_Experience,Sales_Rep_Rating,Market_Share,Competition_Level,Competitor_Count,Brand_Loyalty,Brand_Awareness,Price_Competitiveness,Weather_Impact,Delivery_Time,Shipping_Cost,Month,Year,Quarter,Season
Bx_Mumbai_045,Brandx_India Express Mumbai,Brandx_India,Mall Store,Mumbai,Metro,Moong Dal 1Kg,Groceries,Dal,Discontinued,218.0,56.0,147,107,350176.0,27.21,217,3.08,117,Premium,Brandx_India Online,Credit,Brandx_India E-Commerce Hub,Nan,Discount,36.2,8,0.2,Changed Mind,4.1,4.4,219,1,4.0,16.4,Very High,21,96.6,86.1,Aggressive,Low,6.0,71.0,7,2023,Q3,Monsoon
Bx_Chennai_023,Brandx_India Apparel Chennai,Brandx_India,Street Store,Chennai,Metro,Levi'S T-Shirt,Clothes,T-Shirts,Growing,117.0,14.0,1537,1195,21518.0,22.25,1732,1.44,251,Budget,Brandx_India Online,Emi,Brandx_India E-Commerce Hub,Nan,Bogo,33.1,34,5.7,Defective,4.5,4.1,387,9,4.5,11.4,Very High,22,76.0,82.6,Aggressive,Medium,4.0,70.0,7,2023,Q3,Monsoon
Bx_Chennai_061,Brandx_India Tech Hub Chennai,Brandx_India,Online Hub,Chennai,Metro,Airpods Pro,Electronics,Headphones,Mature,92.0,52.0,25469,18071,1324388.0,29.05,28728,6.78,53,Mid-Range,Brandx_India Store,Wallet,Brandx_India Direct Import,Nan,Bogo,10.1,19,5.7,Defective,4.7,4.7,497,4,3.5,29.6,Very High,22,82.2,89.7,Aggressive,Low,1.0,217.0,7,2023,Q3,Monsoon
Bx_Mumbai_022,Brandx_India Style Mumbai,Brandx_India,Street Store,Mumbai,Metro,H&M Cotton Tee,Clothes,T-Shirts,Growing,95.0,15.0,1562,1176,23430.0,24.71,2233,1.89,190,Premium,Brandx_India Phone Order,Credit,Brandx_India Local Sourcing,Nan,No Promotion,0.0,0,4.1,Damaged,4.0,4.8,102,8,4.5,19.9,High,22,93.4,83.3,Competitive,Medium,5.0,55.0,7,2023,Q3,Monsoon
Bx_Delhi_049,Brandx_India Fashion Delhi,Brandx_India,Flagship,Delhi,Metro,Zara Evening Dress,Clothes,Dresses,Mature,146.0,33.0,5067,4011,167211.0,20.84,6062,2.71,133,Mid-Range,Brandx_India Online,Upi,Brandx_India Brand Partners,Nan,Flash Sale,18.1,45,4.3,Defective,4.4,4.6,206,7,4.5,14.3,Very High,16,84.6,81.7,Aggressive,Medium,4.0,66.0,7,2023,Q3,Monsoon
Bx_Hyderabad_087,Brandx_India Fresh Hyderabad,Brandx_India,Express,Hyderabad,Metro,White Sugar 1Kg,Groceries,Sugar,Growing,133.0,96.0,51,41,4896.0,19.61,65,8.66,42,Luxury,Brandx_India Store,Credit,Brandx_India E-Commerce Hub,Nan,Festival Offer,17.5,47,7.6,Damaged,4.3,4.4,90,2,3.8,18.0,Very High,21,76.7,89.4,Aggressive,Low,4.0,79.0,7,2023,Q3,Monsoon
Bx_Delhi_003,Brandx_India Daily Delhi,Brandx_India,Express,Delhi,Metro,Tata Tea Premium,Groceries,Tea,Discontinued,271.0,85.0,321,268,27285.0,16.51,418,3.76,96,Luxury,Brandx_India Online,Upi,Brandx_India Brand Partners,Nan,Flash Sale,11.9,18,5.7,Poor Quality,4.1,4.8,237,9,4.4,16.1,Very High,20,82.2,88.1,Aggressive,Low,1.0,104.0,7,2023,Q3,Monsoon
Bx_Mumbai_015,Brandx_India Daily Mumbai,Brandx_India,Express,Mumbai,Metro,Toor Dal 1Kg,Groceries,Dal,Declining,264.0,75.0,207,171,15525.0,17.39,266,3.41,106,Mid-Range,Brandx_India Online,Cash,Brandx_India Local Sourcing,Nan,Festival Offer,33.4,20,6.9,Poor Quality,3.7,3.8,390,8,4.0,13.6,Very High,17,77.5,89.2,Aggressive,Low,4.0,103.0,7,2023,Q3,Monsoon
Bx_Delhi_067,Brandx_India Smart Delhi,Brandx_India,Express,Delhi,Metro,Sony Alpha A7 Iv,Gadgets,Cameras,Mature,245.0,64.0,270321,206686,17300544.0,23.54,363617,3.13,115,Luxury,Brandx_India Social Commerce,Wallet,Brandx_India Direct Import,Nan,No Promotion,0.0,0,1.9,Defective,4.1,4.7,329,2,3.8,10.9,Very High,24,84.1,82.3,Aggressive,Low,2.0,68.0,7,2023,Q3,Monsoon
Bx_Chennai_083,Brandx_India Fresh Chennai,Brandx_India,Express,Chennai,Metro,Tata Tea Premium,Groceries,Tea,Growing,128.0,60.0,362,302,21720.0,16.57,421,5.63,64,Luxury,Brandx_India Store,Cash,Brandx_India Wholesale,Nan,Flash Sale,26.8,17,4.8,Defective,4.2,3.9,350,5,4.3,10.5,Very High,18,76.2,83.0,Aggressive,Low,7.0,65.0,7,2023,Q3,Monsoon
Bx_Mumbai_096,Brandx_India Style Mumbai,Brandx_India,Mall Store,Mumbai,Metro,Nike Jacket,Clothes,Jackets,New Launch,179.0,19.0,4524,3230,85956.0,28.6,6665,1.27,283,Luxury,Brandx_India Store,Emi,Brandx_India Direct Import,Nan,Flash Sale,31.8,8,1.7,Defective,3.9,3.8,155,9,4.8,17.9,High,19,84.4,85.5,Competitive,Medium,7.0,104.0,7,2023,Q3,Monsoon
Bx_Mumbai_067,Brandx_India Daily Mumbai,Brandx_India,Express,Mumbai,Metro,White Sugar 1Kg,Groceries,Sugar,Growing,162.0,52.0,54,43,2808.0,20.37,58,3.85,93,Budget,Brandx_India Social Commerce,Wallet,Brandx_India Local Sourcing,Nan,Bogo,34.5,13,5.0,Poor Quality,3.7,5.0,424,3,4.8,14.1,High,21,81.6,82.0,Competitive,Low,7.0,136.0,7,2023,Q3,Monsoon
Bx_Pune_075,Brandx_India Style Pune,Brandx_India,Online Hub,Pune,Tier1,Levi'S 511 Jeans,Clothes,Jeans,Mature,167.0,14.0,4283,3081,59962.0,28.06,4839,1.01,358,Budget,Brandx_India Social Commerce,Card,Brandx_India E-Commerce Hub,Nan,Flash Sale,16.6,27,6.2,Changed Mind,4.0,4.2,270,2,4.5,17.1,High,14,68.7,73.7,Competitive,Medium,6.0,50.0,7,2023,Q3,Monsoon
Bx_Delhi_071,Brandx_India Smart Delhi,Brandx_India,Mall Store,Delhi,Metro,Playstation 5,Gadgets,Gaming Consoles,Declining,138.0,13.0,57248,46166,744224.0,19.36,64341,1.13,318,Budget,Brandx_India Online,Credit,Brandx_India Local Sourcing,Nan,Discount,27.0,28,2.9,Defective,4.5,4.0,28,6,3.8,12.8,High,18,76.8,85.2,Competitive,Low,6.0,86.0,7,2023,Q3,Monsoon
Bx_Ahmedabad_059,Brandx_India Fashion Ahmedabad,Brandx_India,Mall Store,Ahmedabad,Tier1,Zara Evening Dress,Clothes,Dresses,Mature,163.0,34.0,4069,3138,138346.0,22.88,5838,2.5,144,Premium,Brandx_India Phone Order,Emi,Brandx_India Local Sourcing,Nan,Discount,17.1,47,5.0,Defective,4.1,4.0,247,4,3.9,13.4,High,8,89.9,81.6,Competitive,Medium,4.0,124.0,7,2023,Q3,Monsoon
Bx_Mumbai_009,Brandx_India Express Mumbai,Brandx_India,Online Hub,Mumbai,Metro,Green Tea 100G,Groceries,Tea,Mature,271.0,130.0,338,274,43940.0,18.93,386,5.76,63,Premium,Brandx_India App,Upi,Brandx_India Brand Partners,Nan,Flash Sale,17.4,45,3.8,Poor Quality,4.0,4.8,15,5,4.2,12.8,Very High,22,90.6,88.6,Aggressive,Low,4.0,124.0,7,2023,Q3,Monsoon
Bx_Hyderabad_038,Brandx_India Mobile Hyderabad,Brandx_India,Online Hub,Hyderabad,Metro,Samsung Galaxy Watch,Gadgets,Smart Watches,Growing,181.0,16.0,28777,20841,460432.0,27.58,32836,1.06,339,Luxury,Brandx_India Store,Upi,Brandx_India Brand Partners,Nan,Discount,14.6,28,1.7,Wrong Size,3.9,4.7,69,10,5.0,14.8,Very High,16,83.7,80.4,Aggressive,Low,6.0,141.0,7,2023,Q3,Monsoon
Bx_Kanpur_047,Brandx_India Tech Hub Kanpur,Brandx_India,Express,Kanpur,Tier2,Lg Oled 55Inch,Electronics,Smart Tvs,Discontinued,97.0,10.0,90225,72719,902250.0,19.4,134947,1.24,291,Premium,Brandx_India App,Card,Brandx_India Wholesale,Nan,Festival Offer,24.4,25,2.5,Defective,4.2,3.9,140,8,4.7,5.9,Low,8,86.4,64.7,Standard,Low,5.0,212.0,7,2023,Q3,Monsoon
Bx_Delhi_014,Brandx_India Mobile Delhi,Brandx_India,Express,Delhi,Metro,Anker Powercore,Gadgets,Power Banks,Discontinued,51.0,39.0,3304,2761,128856.0,16.43,3987,9.18,39,Budget,Brandx_India Store,Cash,Brandx_India Wholesale,Nan,Discount,18.2,11,2.6,Changed Mind,3.9,4.9,440,1,4.0,14.6,Very High,18,80.9,80.4,Aggressive,Low,1.0,74.0,7,2023,Q3,Monsoon
Bx_Delhi_036,Brandx_India Style Delhi,Brandx_India,Street Store,Delhi,Metro,Zara Casual Shirt,Clothes,T-Shirts,Mature,111.0,26.0,3425,2851,89050.0,16.76,4500,2.81,128,Mid-Range,Brandx_India Store,Emi,Brandx_India Wholesale,Nan,Flash Sale,17.8,45,7.5,Wrong Size,4.2,3.9,33,2,4.3,17.2,Very High,24,84.6,85.7,Aggressive,Medium,7.0,78.0,7,2023,Q3,Monsoon
Bx_Delhi_037,Brandx_India Superstore Delhi,Brandx_India,Street Store,Delhi,Metro,Brown Sugar 500G,Groceries,Sugar,Declining,110.0,85.0,124,88,10540.0,29.03,167,9.27,39,Budget,Brandx_India Store,Emi,Brandx_India E-Commerce Hub,Nan,No Promotion,0.0,0,7.1,Poor Quality,4.0,4.6,118,10,4.3,12.7,High,23,78.6,86.4,Competitive,Low,7.0,123.0,7,2023,Q3,Monsoon
Bx_Delhi_091,Brandx_India Express Delhi,Brandx_India,Flagship,Delhi,Metro,Sunflower Oil 1L,Groceries,Oil,Mature,199.0,120.0,190,133,22800.0,30.0,225,7.24,50,Premium,Brandx_India Online,Card,Brandx_India Brand Partners,Nan,Clearance,32.4,35,7.2,Damaged,4.4,3.9,137,4,3.9,19.7,Very High,21,91.0,81.6,Aggressive,Low,4.0,61.0,7,2023,Q3,Monsoon
Bx_Ahmedabad_068,Brandx_India Style Ahmedabad,Brandx_India,Express,Ahmedabad,Tier1,H&M Cotton Tee,Clothes,T-Shirts,Growing,190.0,27.0,1027,746,27729.0,27.36,1418,1.71,211,Mid-Range,Brandx_India App,Credit,Brandx_India Wholesale,Nan,Discount,32.3,12,0.4,Defective,4.4,4.6,299,6,4.6,14.0,Medium,13,71.3,80.3,Standard,Medium,7.0,78.0,7,2023,Q3,Monsoon
Bx_Hyderabad_017,Brandx_India Mobile Hyderabad,Brandx_India,Mall Store,Hyderabad,Metro,Apple Watch Series 8,Gadgets,Smart Watches,Mature,115.0,43.0,48354,39622,2079222.0,18.06,48441,4.49,80,Premium,Brandx_India Phone Order,Credit,Brandx_India Direct Import,Nan,Flash Sale,36.6,26,7.0,Wrong Size,3.9,4.5,491,2,4.4,19.0,High,20,93.9,83.5,Competitive,Low,7.0,131.0,7,2023,Q3,Monsoon
Bx_Surat_024,Brandx_India Trends Surat,Brandx_India,Online Hub,Surat,Tier2,Zara Casual Shirt,Clothes,T-Shirts,Declining,153.0,39.0,1953,1501,76167.0,23.14,2665,3.06,118,Luxury,Brandx_India Phone Order,Wallet,Brandx_India Local Sourcing,Nan,Flash Sale,39.1,33,3.1,Changed Mind,4.0,4.5,409,3,4.0,8.4,Medium,3,69.4,61.5,Standard,Medium,2.0,60.0,7,2023,Q3,Monsoon
Bx_Pune_051,Brandx_India Accessories Pune,Brandx_India,Mall Store,Pune,Tier1,Playstation 5,Gadgets,Gaming Consoles,Declining,56.0,9.0,47468,38259,427212.0,19.4,59527,1.93,187,Luxury,Brandx_India Online,Cash,Brandx_India E-Commerce Hub,Nan,Festival Offer,22.8,6,6.7,Wrong Size,3.9,4.7,251,6,3.5,16.2,High,10,72.9,77.0,Competitive,Low,6.0,104.0,7,2023,Q3,Monsoon
Bx_Bangalore_055,Brandx_India Connect Bangalore,Brandx_India,Street Store,Bangalore,Metro,Samsung Galaxy Watch,Gadgets,Smart Watches,Mature,115.0,17.0,30373,23204,516341.0,23.6,36878,1.77,203,Mid-Range,Brandx_India Phone Order,Upi,Brandx_India Brand Partners,Nan,Clearance,31.0,13,4.5,Changed Mind,4.3,4.1,395,9,4.0,18.9,Very High,17,82.3,86.2,Aggressive,Low,3.0,143.0,7,2023,Q3,Monsoon
Bx_Bangalore_045,Brandx_India Digital Bangalore,Brandx_India,Flagship,Bangalore,Metro,Airpods Pro,Electronics,Headphones,Discontinued,126.0,8.0,26120,19684,208960.0,24.64,26645,0.76,473,Mid-Range,Brandx_India Store,Cash,Brandx_India Direct Import,Nan,Discount,15.5,8,4.2,Wrong Size,4.4,4.6,492,3,4.9,22.8,Very High,24,75.1,85.1,Aggressive,Low,2.0,106.0,7,2023,Q3,Monsoon
Bx_Bhopal_015,Brandx_India Tech Hub Bhopal,Brandx_India,Express,Bhopal,Tier2,Oneplus 11,Electronics,Smartphones,Growing,190.0,10.0,44591,34141,445910.0,23.44,57469,0.63,570,Mid-Range,Brandx_India App,Card,Brandx_India Brand Partners,Nan,Discount,32.4,7,5.2,Changed Mind,4.1,4.2,62,5,3.7,5.2,Medium,5,69.6,60.8,Standard,Low,7.0,250.0,7,2023,Q3,Monsoon
Bx_Jaipur_096,Brandx_India Accessories Jaipur,Brandx_India,Street Store,Jaipur,Tier2,Anker Powercore,Gadgets,Power Banks,Growing,142.0,36.0,3257,2664,117252.0,18.21,4062,3.04,118,Mid-Range,Brandx_India Phone Order,Credit,Brandx_India Brand Partners,Nan,Flash Sale,27.2,6,2.2,Defective,4.3,4.8,366,2,4.7,12.0,Low,5,68.5,70.0,Standard,Low,7.0,96.0,7,2023,Q3,Monsoon
Bx_Hyderabad_006,Brandx_India Mobile Hyderabad,Brandx_India,Street Store,Hyderabad,Metro,Jbl Charge 5,Gadgets,Bluetooth Speakers,New Launch,150.0,49.0,12584,9100,616616.0,27.69,13088,3.92,92,Budget,Brandx_India Store,Card,Brandx_India Direct Import,Nan,Festival Offer,23.6,35,0.3,Damaged,4.0,4.8,204,8,3.6,19.1,High,20,79.2,89.4,Competitive,Low,1.0,127.0,7,2023,Q3,Monsoon
Bx_Ahmedabad_058,Brandx_India Superstore Ahmedabad,Brandx_India,Flagship,Ahmedabad,Tier1,Brown Sugar 500G,Groceries,Sugar,Discontinued,251.0,56.0,114,88,6384.0,22.81,124,2.68,134,Mid-Range,Brandx_India App,Card,Brandx_India E-Commerce Hub,Nan,No Promotion,0.0,0,4.8,Damaged,3.9,4.8,449,7,3.9,16.3,Medium,12,69.0,79.9,Standard,Low,7.0,75.0,7,2023,Q3,Monsoon
Bx_Pune_060,Brandx_India Tech Hub Pune,Brandx_India,Street Store,Pune,Tier1,Sony Wh-1000Xm5,Electronics,Headphones,Discontinued,164.0,12.0,30315,23275,363780.0,23.22,35596,0.88,410,Luxury,Brandx_India App,Emi,Brandx_India E-Commerce Hub,Nan,No Promotion,0.0,0,2.9,Defective,4.5,4.0,282,6,3.7,11.5,High,9,72.9,78.3,Competitive,Low,2.0,134.0,7,2023,Q3,Monsoon
Bx_Delhi_092,Brandx_India Apparel Delhi,Brandx_India,Flagship,Delhi,Metro,Levi'S 511 Jeans,Clothes,Jeans,Growing,97.0,48.0,3805,3229,182640.0,15.14,4000,5.94,61,Budget,Brandx_India Social Commerce,Upi,Brandx_India Local Sourcing,Nan,Clearance,39.5,44,2.0,Changed Mind,4.3,4.7,368,9,4.8,16.2,Very High,22,78.0,86.0,Aggressive,Medium,7.0,114.0,7,2023,Q3,Monsoon
Bx_Jaipur_082,Brandx_India Fashion Jaipur,Brandx_India,Flagship,Jaipur,Tier2,Zara Evening Dress,Clothes,Dresses,Mature,168.0,29.0,5082,3563,147378.0,29.89,5458,2.07,174,Budget,Brandx_India App,Emi,Brandx_India Local Sourcing,Nan,Bogo,38.8,37,4.8,Wrong Size,4.1,4.0,340,8,4.7,6.5,Low,3,68.8,66.4,Standard,Medium,7.0,110.0,7,2023,Q3,Monsoon
Bx_Jaipur_090,Brandx_India Gadget Zone Jaipur,Brandx_India,Mall Store,Jaipur,Tier2,Dell Xps 13,Electronics,Laptops,Mature,143.0,13.0,84578,61608,1099514.0,27.16,88804,1.09,330,Budget,Brandx_India Online,Card,Brandx_India E-Commerce Hub,Nan,Festival Offer,13.0,24,7.4,Damaged,3.9,4.8,293,6,3.6,11.5,Low,5,67.9,70.0,Standard,Low,2.0,129.0,7,2023,Q3,Monsoon
Bx_Mumbai_043,Brandx_India Mobile Mumbai,Brandx_India,Online Hub,Mumbai,Metro,Mi Power Bank,Gadgets,Power Banks,Growing,194.0,9.0,2866,2243,25794.0,21.74,4121,0.56,647,Mid-Range,Brandx_India Online,Card,Brandx_India Direct Import,Nan,Bogo,37.0,48,7.7,Damaged,4.1,4.3,309,7,4.8,10.0,High,18,84.5,87.8,Competitive,Low,5.0,63.0,7,2023,Q3,Monsoon
Bx_Delhi_067,Brandx_India Style Delhi,Brandx_India,Flagship,Delhi,Metro,Nike Air Max,Clothes,Shoes,Discontinued,185.0,26.0,7437,5621,193362.0,24.42,8286,1.69,213,Mid-Range,Brandx_India Online,Card,Brandx_India Local Sourcing,Nan,Festival Offer,26.0,13,6.8,Changed Mind,4.4,4.9,198,6,4.4,19.0,Very High,18,84.5,88.3,Aggressive,Medium,4.0,89.0,7,2023,Q3,Monsoon
Bx_Bangalore_048,Brandx_India Gadget Zone Bangalore,Brandx_India,Flagship,Bangalore,Metro,Hp Pavilion,Electronics,Laptops,Growing,215.0,53.0,76856,58482,4073368.0,23.91,83816,2.96,122,Budget,Brandx_India Online,Credit,Brandx_India Direct Import,Nan,Clearance,25.6,14,7.1,Wrong Size,4.8,4.3,434,5,3.9,28.9,High,22,80.5,84.1,Competitive,Low,4.0,132.0,7,2023,Q3,Monsoon
Bx_Mumbai_076,Brandx_India Trends Mumbai,Brandx_India,Express,Mumbai,Metro,Levi'S 511 Jeans,Clothes,Jeans,Mature,42.0,29.0,4957,3550,143753.0,28.38,7157,8.29,43,Premium,Brandx_India Social Commerce,Credit,Brandx_India Direct Import,Nan,Clearance,33.7,28,2.0,Defective,4.5,4.9,220,9,4.1,14.5,Very High,17,92.2,83.2,Aggressive,Medium,6.0,114.0,7,2023,Q3,Monsoon
Bx_Bangalore_012,Brandx_India Style Bangalore,Brandx_India,Mall Store,Bangalore,Metro,Levi'S 511 Jeans,Clothes,Jeans,New Launch,134.0,10.0,3352,2384,33520.0,28.88,3439,0.9,402,Premium,Brandx_India App,Credit,Brandx_India Local Sourcing,Nan,Festival Offer,32.3,20,4.2,Poor Quality,4.6,3.9,78,5,5.0,12.9,Very High,21,91.3,85.5,Aggressive,Medium,6.0,67.0,7,2023,Q3,Monsoon
Bx_Bangalore_086,Brandx_India Living Bangalore,Brandx_India,Mall Store,Bangalore,Metro,Kent Grand Plus,Home Appliances,Water Purifiers,New Launch,69.0,47.0,19936,16071,936992.0,19.39,24037,8.17,44,Budget,Brandx_India Store,Card,Brandx_India E-Commerce Hub,Nan,Bogo,36.5,28,4.4,Damaged,4.2,3.9,146,10,3.8,19.9,Very High,24,75.9,89.2,Aggressive,Low,1.0,212.0,7,2023,Q3,Monsoon
Bx_Kanpur_029,Brandx_India Superstore Kanpur,Brandx_India,Express,Kanpur,Tier2,Brown Sugar 500G,Groceries,Sugar,Declining,122.0,65.0,74,52,4810.0,29.73,93,6.39,56,Budget,Brandx_India Online,Card,Brandx_India Brand Partners,Nan,Bogo,25.3,29,0.9,Defective,3.8,4.8,159,8,3.9,4.5,Low,7,73.8,62.1,Standard,Low,3.0,67.0,7,2023,Q3,Monsoon
Bx_Mumbai_025,Brandx_India Tech Hub Mumbai,Brandx_India,Mall Store,Mumbai,Metro,Airpods Pro,Electronics,Headphones,Discontinued,145.0,57.0,25193,18919,1436001.0,24.9,26703,4.72,76,Luxury,Brandx_India Store,Cash,Brandx_India Wholesale,Nan,Bogo,26.4,28,0.7,Poor Quality,4.4,4.8,225,7,3.6,26.4,High,16,76.1,87.0,Competitive,Low,7.0,227.0,7,2023,Q3,Monsoon
Bx_Mumbai_015,Brandx_India Trends Mumbai,Brandx_India,Express,Mumbai,Metro,H&M Cotton Tee,Clothes,T-Shirts,Declining,135.0,31.0,1023,822,31713.0,19.65,1479,2.76,131,Mid-Range,Brandx_India App,Upi,Brandx_India E-Commerce Hub,Nan,Flash Sale,23.5,5,3.9,Poor Quality,3.9,3.9,194,9,4.7,16.8,High,17,78.9,88.7,Competitive,Medium,5.0,129.0,7,2023,Q3,Monsoon
Bx_Bangalore_043,Brandx_India Connect Bangalore,Brandx_India,Online Hub,Bangalore,Metro,Sony Alpha A7 Iv,Gadgets,Cameras,Declining,96.0,7.0,254354,199622,1780478.0,21.52,338545,0.88,411,Budget,Brandx_India App,Wallet,Brandx_India Brand Partners,Nan,Flash Sale,15.0,29,3.4,Poor Quality,4.3,4.3,204,10,3.6,12.4,Very High,21,79.4,88.2,Aggressive,Low,3.0,50.0,7,2023,Q3,Monsoon
Bx_Pune_019,Brandx_India Gadget Zone Pune,Brandx_India,Express,Pune,Tier1,Sony Wh-1000Xm5,Electronics,Headphones,New Launch,176.0,15.0,34692,28794,520380.0,17.0,51365,1.02,352,Mid-Range,Brandx_India Online,Card,Brandx_India Wholesale,Nan,Clearance,11.5,17,6.7,Poor Quality,4.5,3.8,493,2,4.0,19.6,High,9,74.8,78.3,Competitive,Low,7.0,103.0,7,2023,Q3,Monsoon
Bx_Jaipur_017,Brandx_India Fashion Jaipur,Brandx_India,Express,Jaipur,Tier2,H&M Cotton Tee,Clothes,T-Shirts,Declining,141.0,25.0,869,705,21725.0,18.87,1058,2.13,169,Mid-Range,Brandx_India Phone Order,Cash,Brandx_India Local Sourcing,Nan,Clearance,22.3,38,3.9,Poor Quality,3.9,4.2,165,6,4.6,5.9,Low,5,74.9,63.5,Standard,Medium,4.0,74.0,7,2023,Q3,Monsoon
Bx_Nagpur_005,Brandx_India Apparel Nagpur,Brandx_India,Mall Store,Nagpur,Tier2,Forever 21 Dress,Clothes,Dresses,Mature,176.0,24.0,2186,1766,52464.0,19.21,3000,1.64,220,Luxury,Brandx_India Online,Cash,Brandx_India Wholesale,Nan,No Promotion,0.0,0,1.2,Changed Mind,4.0,3.8,122,9,4.1,6.8,Low,4,71.3,69.8,Standard,Medium,3.0,123.0,7,2023,Q3,Monsoon
Bx_Pune_054,Brandx_India Superstore Pune,Brandx_India,Express,Pune,Tier1,White Sugar 1Kg,Groceries,Sugar,Mature,202.0,29.0,57,41,1653.0,28.07,57,1.72,209,Mid-Range,Brandx_India Phone Order,Cash,Brandx_India Direct Import,Nan,Festival Offer,35.0,23,4.2,Damaged,4.3,4.0,245,6,4.0,19.8,Medium,13,67.2,81.8,Standard,Low,4.0,137.0,7,2023,Q3,Monsoon
Bx_Mumbai_073,Brandx_India Express Mumbai,Brandx_India,Mall Store,Mumbai,Metro,Green Tea 100G,Groceries,Tea,New Launch,156.0,79.0,296,211,23384.0,28.72,370,6.08,59,Mid-Range,Brandx_India Phone Order,Cash,Brandx_India E-Commerce Hub,Nan,Clearance,35.2,44,2.7,Changed Mind,3.8,4.5,251,8,3.9,19.4,High,20,84.9,85.2,Competitive,Low,5.0,135.0,7,2023,Q3,Monsoon
Bx_Surat_010,Brandx_India Home Surat,Brandx_India,Express,Surat,Tier2,Samsung 23L Solo,Home Appliances,Microwaves,Declining,47.0,12.0,9462,6992,113544.0,26.1,10312,3.06,118,Budget,Brandx_India Phone Order,Wallet,Brandx_India Local Sourcing,Nan,Flash Sale,30.1,37,0.4,Changed Mind,4.2,3.8,259,9,4.5,12.4,Medium,7,72.1,62.0,Standard,Low,2.0,396.0,7,2023,Q3,Monsoon
Bx_Bhopal_099,Brandx_India Smart Bhopal,Brandx_India,Street Store,Bhopal,Tier2,Samsung Galaxy Watch,Gadgets,Smart Watches,New Launch,143.0,41.0,31080,23032,1274280.0,25.89,39006,3.44,105,Luxury,Brandx_India Store,Card,Brandx_India Local Sourcing,Nan,Festival Offer,23.7,8,4.7,Wrong Size,4.0,4.7,136,2,3.6,4.4,Medium,4,69.5,70.0,Standard,Low,5.0,77.0,7,2023,Q3,Monsoon
Bx_Delhi_028,Brandx_India Fresh Delhi,Brandx_India,Express,Delhi,Metro,Nike Air Max,Groceries,Oil,Mature,115.0,34.0,165,126,5610.0,23.64,226,3.55,101,Luxury,Brandx_India Social Commerce,Emi,Brandx_India Local Sourcing,Nan,Clearance,16.0,9,2.7,Wrong Size,4.1,4.5,49,8,4.9,14.0,Very High,17,78.7,89.5,Aggressive,Low,6.0,67.0,7,2023,Q3,Monsoon
Bx_Bangalore_019,Brandx_India Mobile Bangalore,Brandx_India,Express,Bangalore,Metro,Mi Power Bank,Gadgets,Power Banks,New Launch,221.0,25.0,1993,1459,49825.0,26.79,2194,1.36,265,Luxury,Brandx_India Online,Credit,Brandx_India Direct Import,Nan,Clearance,22.8,11,6.4,Changed Mind,4.5,4.7,35,7,4.9,16.3,Very High,23,84.7,85.1,Aggressive,Low,6.0,145.0,7,2023,Q3,Monsoon
Bx_Surat_094,Brandx_India Electronics Surat,Brandx_India,Express,Surat,Tier2,Samsung Tab S8,Electronics,Tablets,Discontinued,101.0,39.0,51508,39348,2008812.0,23.61,76499,4.63,78,Premium,Brandx_India Social Commerce,Emi,Brandx_India Brand Partners,Nan,Clearance,15.7,34,2.9,Defective,4.4,4.0,329,2,4.9,8.5,Low,5,84.0,60.3,Standard,Low,1.0,102.0,7,2023,Q3,Monsoon
Bx_Kanpur_097,Brandx_India Gadget Zone Kanpur,Brandx_India,Flagship,Kanpur,Tier2,Dell Xps 13,Electronics,Laptops,Discontinued,88.0,13.0,75554,52990,982202.0,29.86,94881,1.77,203,Premium,Brandx_India Store,Card,Brandx_India E-Commerce Hub,Nan,No Promotion,0.0,0,5.3,Poor Quality,3.9,3.8,326,6,3.8,11.3,Medium,6,89.9,68.1,Standard,Low,1.0,222.0,7,2023,Q3,Monsoon
Bx_Bangalore_057,Brandx_India Appliances Bangalore,Brandx_India,Mall Store,Bangalore,Metro,Bosch 6Kg Top Load,Home Appliances,Washing Machines,Declining,196.0,17.0,25264,21358,429488.0,15.46,35733,1.04,346,Luxury,Brandx_India Store,Upi,Brandx_India Direct Import,Nan,Flash Sale,21.7,26,7.7,Wrong Size,3.8,4.1,360,5,4.8,14.5,High,19,78.5,88.8,Competitive,Low,4.0,739.0,7,2023,Q3,Monsoon
Bx_Jaipur_036,Brandx_India Gadget Zone Jaipur,Brandx_India,Online Hub,Jaipur,Tier2,Airpods Pro,Electronics,Headphones,New Launch,76.0,31.0,20687,16618,641297.0,19.67,24521,4.89,74,Premium,Brandx_India Social Commerce,Card,Brandx_India Direct Import,Nan,Flash Sale,35.2,29,3.5,Poor Quality,4.2,3.9,220,7,3.6,9.2,Low,3,88.4,64.6,Standard,Low,6.0,254.0,7,2023,Q3,Monsoon
